matrix.ncol...1..nrow...0.,dura_clus$cluster,pace_clus$cluster,sect_clus$cluster,loud_clus$cluster,pitches_clus$cluster,timbre_clus$cluster
TRAXOQP128F930DD49,2,3,1,3,1,3
TRAXOWL128F9343C95,1,3,2,3,2,1
TRAXPEN128F933F4DC,2,3,1,1,3,2
TRAXPGM128F428BBA6,2,2,3,3,1,3
TRAXPHE128F92F4100,1,3,2,1,1,2
TRAXPJU128F148ADE8,1,2,1,3,2,2
TRAXQDR128F4260194,2,2,3,2,2,1
TRAXQUZ128F42B77BE,1,3,1,2,1,3
TRAXQZA128F1463DEB,3,3,2,2,2,3
TRAXRGF128F930A59F,2,2,3,1,3,3
TRAXRSK128F42B44D2,1,2,3,1,2,2
TRAXRWA128F42464CD,2,3,3,2,2,3
TRAXSWS128F4254E1A,1,2,1,2,1,3
TRAXSWX128E0792BEF,2,2,3,3,2,3
TRAXUBG128F9332164,2,3,3,3,2,2
TRAXUHM128E078900C,1,3,1,1,2,3
TRAXUIZ12903CDF737,2,3,3,3,3,3
TRAXUPN128F42855C8,2,2,1,2,2,1
TRAXUQL128F932D6C4,1,3,1,2,2,3
TRAXWDS12903CEE35E,1,3,1,3,2,2
TRAXWLM128F1453E3B,2,2,3,3,3,1
TRAXWQU128F42716E2,1,3,3,3,2,2
TRAXXGI128F14688C7,1,3,1,3,2,3
TRAXXIT128F4263075,1,2,2,2,2,2
TRAXXQA128F9301855,2,3,1,3,2,2
TRAXYGX128F93158FC,2,2,3,3,2,3
TRAXYPP128F92F9111,1,3,1,2,2,3
TRAXZSJ128F145B3B0,1,2,2,3,2,3
TRAYABW128F4235888,2,2,3,3,3,2
TRAYADL128F14A4735,2,2,1,3,2,3
TRAYAKN128F9330A65,2,3,1,1,1,2
TRAYBTO128F932008B,1,2,2,1,1,1
TRAYCIH128E07890B9,2,2,3,3,2,3
TRAYCVB128F92EB7B0,1,2,1,2,1,3
TRAYDJL128F145F261,2,2,1,3,3,3
TRAYDXA128F42296C6,2,1,3,3,2,3
TRAYDYV128F42906E1,2,3,2,3,2,3
TRAYDZH128C71967BC,2,3,3,3,3,2
TRAYDZS128F4288459,1,2,2,1,2,3
TRAYEGN128F9361233,1,3,1,3,2,3
TRAYEKM128F92FB049,3,3,2,3,2,3
TRAYESZ128F1458FAE,1,2,2,2,3,3
TRAYEUY128F4233766,2,2,1,3,2,1
TRAYFBF128F92C52AB,1,2,3,1,1,2
TRAYFPK128E07850DC,1,2,3,2,1,3
TRAYFXH128F92E20F8,2,2,1,3,1,2
TRAYGBT12903CF5DF0,2,2,3,2,3,2
TRAYGQU128F934B4F5,2,3,3,3,3,2
TRAYGYF128F930CA01,1,2,1,3,1,3
TRAYHSN128F427E065,2,2,1,1,3,2
TRAYICR128F4282520,2,2,3,2,3,1
TRAYIUG12903CC7E3C,1,2,1,3,1,2
TRAYIUY128F4289952,2,3,1,3,1,3
TRAYJHF128F4294CB8,1,3,1,1,3,3
TRAYJMK128F9300253,1,3,1,3,1,3
TRAYJOF128F92F9EEA,2,3,1,3,2,2
TRAYKOC128F930D2B8,1,3,2,3,2,2
TRAYKTU128F934C82A,1,3,2,3,3,2
TRAYKZI128F932B9E8,1,3,1,1,3,2
TRAYLEA128F42B9487,3,3,2,3,2,3
TRAYLKH128F427BCCC,3,3,2,3,3,2
TRAYLRT128F42605AF,1,2,3,2,1,3
TRAYLSA12903CD02FC,2,3,1,1,1,3
TRAYMFR12903D09540,2,3,3,3,1,2
TRAYMJB12903CB050F,2,2,3,2,1,1
TRAYMKM128F4277046,2,2,3,3,2,3
TRAYMXS128F1452986,1,3,1,1,1,2
TRAYNVX128F933091B,2,2,1,3,1,1
TRAYOQI128F92F0967,2,2,3,2,3,2
TRAYOXN128E07926A8,1,2,2,3,2,3
TRAYPFH128E07937C3,3,3,2,1,2,2
TRAYPMR128E0785DD1,3,3,1,2,1,3
TRAYQAI12903CBDD3D,2,3,3,3,1,3
TRAYQCQ12903C99425,1,2,1,3,2,3
TRAYQKQ128F1491182,2,2,1,3,1,1
TRAYRPQ128F428DCC8,1,2,1,2,1,1
TRAYSMW128F1468307,1,2,1,3,1,2
TRAYSUA128F9338AD8,3,2,2,2,2,3
TRAYTDZ128F93146E3,2,2,3,3,2,2
TRAYTME128F423DC95,1,3,1,2,3,3
TRAYTMY12903CE4E5A,2,2,1,3,2,2
TRAYUCR128E078EE0F,1,3,1,1,3,2
TRAYUCR128F92E574F,1,3,1,3,1,3
TRAYUKR128F9344BB4,2,3,3,3,3,2
TRAYUWU128F423F66D,2,2,3,3,1,2
TRAYVLL128F9335B7A,1,3,1,1,3,2
TRAYWHE128F92E9D6A,2,3,1,3,2,3
TRAYWLI128F9300223,1,3,1,2,1,3
TRAYXBT128F425C974,1,3,2,2,1,3
TRAYXDI128F428CD9C,2,3,3,2,1,1
TRAYXPS128F422842E,2,3,3,3,1,3
TRAYXZX128F930F022,1,2,1,3,2,3
TRAYYAU128F92D58D0,2,3,3,3,2,2
TRAYYKO128F92E133B,1,2,1,1,2,2
TRAYZBA128F4264551,1,3,2,1,1,3
TRAYZXR128F934858F,2,2,3,1,1,2
TRAYZXS12903CF1C4F,1,3,2,3,3,2
TRAYZXT128F42650B1,2,3,2,3,3,2
TRAYZZB128F425B73A,1,2,1,3,3,2
TRAZACV128F426983D,1,2,1,1,1,3
TRAZAKG12903CF8157,2,2,1,3,3,2
TRAZASN128F427DB44,1,3,1,3,1,3
TRAZBBP128E07845D4,2,3,3,2,1,1
TRAZCOX128F42B6555,2,3,1,3,3,2
TRAZCPK128E078AF3F,2,3,1,3,3,2
TRAZCSY128F42683F2,1,3,1,3,1,2
TRAZCUE128F4223510,1,2,1,2,2,1
TRAZDHL12903CBBB4B,2,3,1,2,2,1
TRAZDKY128F4235130,2,3,1,3,1,2
TRAZDPO128E078ECE6,1,3,2,2,2,2
TRAZDTT128F9346306,2,2,1,3,1,3
TRAZEBG128F1456D2E,2,3,1,3,3,2
TRAZEDS128F14836FE,1,2,3,1,1,2
TRAZEYQ12903C9D099,2,3,1,1,2,2
TRAZFYU128F93569C6,1,3,2,3,2,3
TRAZHYX128F9311662,2,3,1,3,1,3
TRAZHZI128F930653D,3,2,2,2,1,1
TRAZIQB128F934B755,2,3,2,1,3,2
TRAZJGD128F4289D2A,2,2,3,3,1,3
TRAZJOI12903CDA550,3,2,2,2,1,2
TRAZJRY128F92E9CD6,2,2,3,3,1,2
TRAZJUH128F934465B,1,3,2,1,1,2
TRAZKAG12903CD1918,2,2,1,1,3,2
TRAZKPM12903CE9664,2,3,3,2,1,3
TRAZLCH12903CE3D6D,2,2,1,3,3,3
TRAZLCL128F92F0A89,2,3,1,1,3,2
TRAZLFO12903CB6C0B,1,3,2,1,2,3
TRAZLLR128F42A8DCC,1,2,1,2,2,3
TRAZLVR128E078F044,1,3,1,2,1,3
TRAZNDI128F9321777,2,2,3,1,1,3
TRAZOEU128F92E28DD,1,3,1,3,2,3
TRAZORC128F426C323,2,3,1,1,1,2
TRAZOSB128F9302A07,2,2,1,2,3,1
TRAZPJO12903CB4EA6,2,3,3,3,2,3
TRAZPMW12903CFAC16,1,2,3,3,1,2
TRAZPYG128F4288AC3,1,2,2,1,1,3
TRAZQET128F42A0449,2,2,3,2,1,2
TRAZRAR128F1477778,2,3,3,3,1,3
TRAZRBR128E0782989,1,3,2,3,2,3
TRAZRKK12903CD7385,2,2,1,1,2,3
TRAZRKX12903D0C4DB,2,3,1,3,2,3
TRAZRXP12903CBD6A9,1,2,1,3,1,2
TRAZSCZ128F42554F4,1,2,1,2,2,3
TRAZSFV128F14806FE,3,2,2,2,1,3
TRAZSJY128F92CCEA0,1,3,1,3,2,2
TRAZSRV128F1452866,1,3,1,2,1,2
TRAZSVJ128E0785129,2,3,3,3,1,2
TRAZSVT128F92DEC7B,2,3,1,2,2,3
TRAZSZD128F424AA49,1,3,3,3,1,3
TRAZTBZ12903CFB6DA,2,3,3,1,1,2
TRAZUVK12903C9ACBA,1,3,2,3,2,3
TRAZVFJ128F9310CE2,2,2,3,3,1,2
TRAZVMZ128F1476A87,2,2,1,3,2,3
TRAZVVV128F428A033,2,3,1,3,1,3
TRAZVYP128F1459AD9,1,2,1,2,2,3
TRAZVZJ128F92EF28A,2,2,1,3,3,2
TRAZWDT128F4241B14,2,2,1,3,2,3
TRAZWFF128F42508A6,1,3,2,1,1,2
TRAZWGV128F425DA7C,1,2,1,3,1,2
TRAZWSN12903CD494F,2,3,3,2,2,3
TRAZWTT128F935AA16,1,3,2,2,2,2
TRAZXBG12903CC5BF2,2,3,1,1,3,3
TRAZXBO128F429DA70,1,2,2,2,1,3
TRAZXDC128F429874E,1,2,3,3,1,3
TRAZYJO128F42AF4B5,2,3,3,3,1,3
TRAZYQF12903CE3DA5,2,2,1,3,3,2
TRAZYQU128F934AC32,1,2,1,1,1,2
TRAZYVR128F4280A24,2,2,3,2,3,3
TRAZYYE128F1456A0E,2,3,3,3,2,3
TRAZYZQ128F146653D,3,2,2,3,3,2
TRAZZLJ128E07945F2,1,2,2,3,3,3
TRAZZQC128F427A0F5,1,2,1,3,1,2
TRBAAGQ128F148D17E,1,2,1,2,1,3
TRBAAOC128F42A6BEA,2,2,3,2,3,1
TRBAAOT128F4261A18,3,3,2,2,2,1
TRBABAC128E07852A8,2,3,3,2,2,1
TRBABGU128F93391B2,1,2,2,3,1,1
TRBABRR128F427D982,1,3,1,3,3,3
TRBACUF128F4247F8C,1,2,3,3,1,3
TRBADFY128F422F325,1,3,1,3,2,2
TRBADGN128F42AA534,2,2,1,3,1,2
TRBAEJD128F4264B50,1,3,1,3,3,2
TRBAFBU128F427EFCE,1,2,1,3,2,3
TRBAFWX12903CA9831,1,3,2,1,2,2
TRBAHBP128F42985D6,2,2,3,3,3,2
TRBAHED128F426A1C2,2,2,3,3,3,3
TRBAHEH128F9327D39,2,2,1,3,1,1
TRBAHID128F4278EAF,1,3,1,3,3,2
TRBAHJW128F92CC8B4,3,3,2,2,2,3
TRBAHPZ128F427FCEA,2,3,1,3,2,2
TRBAIAW128F92C5652,1,3,2,1,3,2
TRBAIHN128F427D480,2,2,3,3,1,2
TRBAIKM12903CBCF21,1,3,2,2,1,3
TRBAJRL128F1482E66,1,2,2,2,2,1
TRBAJXD12903CC3493,1,2,1,3,1,3
TRBAKRM128F4248228,2,2,3,3,1,3
TRBALIJ128F14884B5,1,3,1,1,2,2
TRBAMES128F14947D4,1,2,2,3,2,3
TRBAMEV128F148C814,1,3,1,3,2,2
TRBAMFR128F4287A3C,1,3,2,3,2,2
TRBAMXF128F1470AD6,1,2,1,3,2,3
TRBANAZ12903CCFE35,2,3,1,3,3,3
TRBANBC128F147E363,1,2,1,3,3,3
TRBANCJ128F42812AE,1,2,1,2,1,2
TRBANHO128F425A477,1,2,1,3,2,3
TRBANHO128F93466AF,2,2,1,3,3,3
TRBANPN128F148CC45,2,2,1,3,3,1
TRBAOBO128F1456D66,1,2,1,3,1,3
TRBAOJU128F42621E6,2,3,1,1,1,2
TRBARCH128F92FB2A9,2,2,1,1,2,2
TRBARHH128E078EDE9,1,2,2,2,2,2
TRBARSX12903D03AE5,1,2,1,2,2,1
TRBASEQ128F93155D2,2,2,3,3,2,2
TRBASGH128F4276439,3,2,1,3,3,2
TRBATEY128F4285370,2,3,3,3,2,3
TRBATGR128F14AD2FA,2,2,3,3,2,3
TRBATKI128F4284D54,1,2,1,3,1,3
TRBATRO128F4225566,1,2,1,3,1,2
TRBATSC128F427D709,1,3,2,2,2,2
TRBAUBI128F424142E,3,3,2,1,3,2
TRBAULO128F93300AE,1,2,2,2,2,1
TRBAUPE128F9305DC7,2,2,1,2,2,3
TRBAUVN128F932FEF8,2,2,3,2,1,3
TRBAVLT128F428F147,1,2,2,3,2,2
TRBAVMF12903CEA4FB,1,2,1,1,3,2
TRBAWKB128F931BAEE,1,2,2,2,2,2
TRBAWSG128F14ADD48,1,2,1,3,2,2
TRBAXCV12903CA4067,1,2,1,3,2,2
TRBAXDP12903CD1922,1,3,1,3,1,2
TRBAXUW128F933BBD9,2,3,3,1,2,3
TRBAYEM12903CAC072,1,3,2,3,2,2
TRBAYER128F933D3B7,2,3,1,3,3,3
TRBAZFD12903CB641D,1,2,1,3,2,2
TRBAZYH128F4288198,1,2,1,1,3,2
TRBBAHD128F428E0FE,3,2,2,3,2,3
TRBBAKH128F92FA339,1,3,1,3,2,2
TRBBBMT128F42A0A4E,1,2,3,3,3,3
TRBBCBT12903CB0497,2,1,3,1,3,2
TRBBCJH128F930C970,1,2,2,2,1,1
TRBBDPA12903CCCA06,1,3,2,1,1,2
TRBBDXO128F14A4737,2,3,3,3,3,2
TRBBEGG128F9314BAA,2,2,1,3,1,2
TRBBEJC128F4281471,1,3,1,3,3,2
TRBBEQY128F42373AF,2,2,3,2,2,3
TRBBEYU128F4235623,1,2,2,3,3,2
TRBBFBZ128F42493ED,1,3,2,2,2,2
TRBBFHG128F932B9D6,3,3,2,1,3,2
TRBBFOT12903CBCB4F,2,3,3,3,1,3
TRBBFUA128F933AB95,2,2,1,3,2,1
TRBBGDK128F427D450,1,3,3,2,2,3
TRBBGQN128F9310CBE,2,3,1,2,2,3
TRBBHFE12903CA5EEB,1,2,1,3,3,2
TRBBHLO128F9302EA4,1,3,2,2,2,2
TRBBHPQ128F145A7F8,1,3,1,3,3,2
TRBBHUW128F429476F,2,2,3,3,2,3
TRBBIBE128F4226E29,2,2,1,3,1,2
TRBBICL128F42ADFD3,2,2,3,2,2,3
TRBBILZ12903CB422C,2,3,3,3,3,2
TRBBIPG128F92FA94D,1,3,1,3,2,2
TRBBJAJ128F425DA40,1,2,3,3,3,2
TRBBJBO128F92EB2C5,2,3,1,2,3,3
TRBBJFO12903D074EE,2,2,1,3,1,3
TRBBJVE128F9303F10,2,2,1,2,1,3
TRBBKLD128F424ABF5,1,3,1,3,1,2
TRBBKXZ128F4215C88,1,2,2,2,2,2
TRBBLFA12903CDC496,2,2,1,1,2,3
TRBBLTE128F42558EF,1,3,3,1,1,2
TRBBLTV12903CC3C00,1,3,2,3,1,3
TRBBMAL128F146B288,3,3,2,3,1,2
TRBBMDA12903CB688E,1,2,1,2,1,2
TRBBMIF12903CA1EB0,2,2,3,3,1,3
TRBBMLR128F1466822,2,3,1,1,1,3
TRBBMPH128F1469775,2,3,1,3,1,2
TRBBMQN128EF35F995,2,3,1,3,1,3
TRBBMXI128F428CCD1,1,2,2,3,1,2
TRBBNNS128F931C83D,1,3,2,3,2,2
TRBBOBQ12903CC5186,1,3,1,2,1,3
TRBBOME12903CC3862,1,2,1,3,1,2
TRBBOPV12903CFB50F,2,2,1,3,1,2
TRBBOUN128F425A4E6,2,3,3,3,2,2
TRBBPGU12903CF7C25,1,3,2,3,1,2
TRBBPPB128F14AB242,2,3,1,3,1,3
TRBBPSX128F93332EE,2,3,3,2,2,3
TRBBQFV128F4252EFF,1,3,2,3,2,2
TRBBQJZ128F92C5AF2,1,2,2,3,2,2
TRBBQPP128F92EE611,1,3,2,2,2,1
TRBBREF128F933CCDD,1,2,1,1,3,3
TRBBTDV128F934F6B1,2,3,1,3,2,3
TRBBTLA128F4226907,1,2,2,3,2,2
TRBBTUD128F42A10A3,2,3,1,3,3,2
TRBBTZW12903CE7495,2,3,1,2,2,2
TRBBUCK128F42AFAD6,3,2,2,3,3,3
TRBBULA128F146E122,2,2,3,3,1,2
TRBBUOJ128F92FC6F2,2,3,1,3,3,2
TRBBVBM128F4276D82,1,2,3,3,2,2
TRBBVNR128E078E1E4,2,3,1,3,1,3
TRBBVSO128F9341C12,2,3,3,2,1,1
TRBBWDJ128F42595D5,2,2,3,3,2,1
TRBBWIP128F4287400,1,3,2,3,1,3
TRBBWNS128F426F760,3,2,1,2,3,2
TRBBXEG128F424EC2C,2,2,3,2,1,2
TRBBXMC128F422C330,2,3,3,3,1,2
TRBBXML128F4256DFF,1,3,1,3,3,3
TRBBYDT128F14805B4,2,2,1,1,3,2
TRBBYFJ128F42A22D4,2,2,3,3,2,2
TRBBYOI128F4256732,2,3,3,3,1,2
TRBBZOG128F422B02B,2,3,3,2,2,2
TRBBZQM128F931A529,2,3,1,3,2,3
TRBBZXJ12903CD3E8D,1,3,2,2,1,1
TRBCADG128F14AB245,2,2,1,3,2,2
TRBCALG128F1483839,2,3,1,2,1,1
TRBCANP128F92FA6B9,1,2,2,3,2,3
TRBCBLN128F932BC9D,1,3,1,1,3,2
TRBCBLV128F14ADF31,1,3,1,3,2,2
TRBCBMG12903CDE2A4,2,2,3,3,2,1
TRBCBVY128F933A195,1,2,1,3,1,3
TRBCBXZ128F14628C3,1,2,1,2,1,2
TRBCCAJ128F148CBBB,2,3,1,2,3,3
TRBCDCS128F422F0CF,2,3,3,1,3,2
TRBCEVJ128F428E090,1,3,2,2,1,3
TRBCFLI128F429F370,2,1,3,3,1,1
TRBCGET128F9315E90,1,3,1,3,1,3
TRBCGKB12903CC0031,2,2,1,1,3,2
TRBCGKN128F4269BD4,1,3,2,3,1,2
TRBCGRI128F93355E9,1,2,1,3,2,2
TRBCGXN128F148C0CD,2,3,1,1,1,2
TRBCHEE128F92F82D0,1,2,2,3,2,3
TRBCHSH128F93304E1,2,2,1,3,3,2
TRBCIEV12903CE60F1,2,3,1,3,2,2
TRBCIRO128F42B0277,1,3,1,3,3,2
TRBCIXV128F4261F09,1,2,1,3,2,3
TRBCJIX128F424F99E,1,3,1,3,2,3
TRBCJQH128F1497A7B,1,2,2,2,2,3
TRBCJRW12903CD02BC,2,3,3,3,1,2
TRBCJSZ128E07969B5,1,3,1,3,1,3
TRBCJUF128F93190C2,1,3,2,3,3,2
TRBCKEI128F92FE542,1,2,1,2,2,1
TRBCKNP128F4222D54,1,3,1,3,2,2
TRBCKRF128F9320920,1,2,1,1,1,2
TRBCLGH12903CCA1D0,2,2,3,3,1,3
TRBCMSO128F92E6AE5,1,3,1,1,3,2
TRBCNWM128F92D50EC,1,2,1,3,1,3
TRBCPXR128F42AC544,2,3,1,3,2,2
TRBCQLB128F9332CF4,1,3,3,3,2,2
TRBCRDW128F422D8BA,3,2,2,3,3,2
TRBCSDW128F424D686,2,3,3,3,1,3
TRBCSMH128F146A146,2,3,1,2,1,2
TRBCSSP128F933B1D2,2,3,1,3,1,3
TRBCTBG128F42B7E1B,1,3,2,1,1,2
TRBCTRX128F4299237,1,3,2,3,3,3
TRBCUBV128F145F7E9,1,3,3,2,2,1
TRBCULX128F92F5CB3,1,3,2,3,1,3
TRBCUPT128F1462B73,2,3,3,3,3,2
TRBCVFF128F4222C3C,3,3,2,2,1,3
TRBCVKL128F92CE9EF,2,2,1,3,1,2
TRBCVPD12903CECBE8,1,3,2,3,2,2
TRBCWGM128F428D6FD,2,2,1,3,2,3
TRBCWOW128F1467692,1,2,1,3,1,3
TRBCWPC128F42438DF,1,2,2,3,1,1
TRBCWYB128F92E246A,3,3,2,1,3,2
TRBCWYJ128F93213A1,3,2,1,2,1,2
TRBCXDA128F426A86F,1,2,1,2,1,2
TRBCYEC128F423A352,1,2,1,3,1,2
TRBCYOI128F1455566,2,2,1,2,3,1
TRBDAVU128F423814A,1,3,1,3,2,3
TRBDBJM128F1456D2D,2,3,2,1,1,2
TRBDBOI128E07817D7,2,3,1,3,1,2
TRBDBRX128F92F6E19,2,3,1,2,2,1
TRBDBVM128F427BCC9,1,2,3,2,3,2
TRBDBXO128F42B3E45,2,2,1,3,2,3
TRBDCAB128F92F7EE4,2,2,1,1,3,2
TRBDCAH128EF362D31,1,2,1,3,3,3
TRBDDKF128F426BF7B,1,3,1,2,1,2
TRBDDTT128F4291192,1,3,2,1,3,2
TRBDEKV128F426BDAF,2,3,1,3,3,2
TRBDENV12903CC4FDA,1,3,1,3,3,2
TRBDEXM128F4291A7F,1,3,2,1,1,2
TRBDFCT128F4285E05,2,2,3,3,2,3
TRBDFMM128F42A63D0,1,3,1,3,3,3
TRBDFPV128F42A072C,2,3,3,1,2,2
TRBDFUU128F92EF5BC,1,3,2,1,3,2
TRBDHKL128F426BE45,2,2,1,3,2,3
TRBDHUD128F934B032,2,3,3,1,3,2
TRBDHUE128F9317991,2,2,1,3,2,3
TRBDHUR128F423EC48,1,2,3,2,1,2
TRBDIBC12903CE95C2,1,2,2,3,2,3
TRBDIMX128F147A307,1,3,2,3,2,3
TRBDIOP128EF35F99C,1,3,2,3,1,3
TRBDIPI128F4279185,2,3,1,3,2,3
TRBDITJ128F145998C,1,2,1,1,3,3
TRBDITK128F931B9A7,1,2,1,3,1,2
TRBDIZG12903CD68A3,2,3,3,1,3,2
TRBDKOV128F4290943,1,3,1,3,3,2
TRBDKQI128F1465028,2,3,1,3,1,1
TRBDLLL128F9331D6E,2,2,1,1,1,3
TRBDLRT128F4296B2F,1,3,1,2,1,1
TRBDLXE128F9310E95,3,3,2,3,2,3
TRBDMAU128F935960B,2,3,3,3,1,2
TRBDMCC128F9358267,1,2,2,3,2,2
TRBDMRW128F933A391,1,3,1,3,1,2
TRBDMWS128F423A021,1,2,1,2,1,3
TRBDNGV128F42895AE,2,2,3,3,1,3
TRBDNNY128F147C34C,2,3,1,1,1,2
TRBDNWG12903CC3873,1,3,1,2,2,2
TRBDNZI128F14A9065,2,3,1,2,1,3
TRBDODQ128F423A780,1,3,1,3,2,2
TRBDOEI128F9329AE5,1,2,1,3,1,1
TRBDOVF128E0795641,1,2,1,3,1,3
TRBDPHP128F92C2AE1,1,1,3,3,2,1
TRBDPRV128F9306A7E,2,3,3,3,1,2
TRBDQLL128E078B757,1,2,1,3,2,3
TRBDRIN128F9308ABF,1,3,2,2,2,1
TRBDRIR128F4241358,1,2,2,1,3,2
TRBDROB128F93093CA,1,2,2,2,1,3
TRBDSFP128E07937B9,1,3,1,3,2,2
TRBDSLA128F4288246,1,2,1,3,2,3
TRBDSPH12903CA2967,1,3,2,3,3,3
TRBDSWA128F92FE70A,2,2,1,3,2,3
TRBDSXV128F92F5B43,1,3,2,1,3,2
TRBDTNY128F9327A10,1,3,2,3,2,3
TRBDTZX128F92DFA66,1,2,1,3,1,2
TRBDUSM128F9339A13,1,2,1,3,2,1
TRBDUXD128F148328A,1,3,2,2,1,3
TRBDVCW128F427C875,2,2,3,3,3,1
TRBDVJF128E078894B,3,2,2,3,2,1
TRBDVLN128E078C6FB,3,2,1,2,2,1
TRBDVVT128F4279D11,1,2,1,2,1,1
TRBDVZL128F92F579F,1,2,1,3,1,2
TRBDWLE128F42B3112,2,2,1,2,2,3
TRBDWRY128F427991E,3,3,2,2,2,1
TRBDYEF128F423DC43,1,3,1,2,2,3
TRBDYIC128F92F1D17,1,2,1,2,3,1
TRBEAMO128F425B75F,1,2,1,2,2,3
TRBEATE128E078F0D8,1,2,2,3,1,2
TRBEAWP128F422B4D1,2,1,3,3,2,1
TRBEAXZ128F424347B,1,2,1,3,1,3
TRBEBEZ128E0792F08,2,2,1,2,2,1
TRBEBFU128F14971BD,3,3,2,2,2,2
TRBEBNV128F423783D,2,2,3,3,3,2
TRBEBUU128F92C945D,3,2,2,2,2,3
TRBEBVZ128F425A660,1,3,2,3,1,2
TRBEBWG128F93214A4,1,3,1,2,2,3
TRBEBWN128F933D21F,1,2,1,3,1,2
TRBEBYV128F14A0B65,1,3,1,2,3,3
TRBECAL128F4270F27,3,1,1,2,2,3
TRBECBY128F148B6F3,2,3,1,3,2,3
TRBECKU128F428B08A,1,2,1,2,1,1
TRBECUJ128F14B0BA7,2,3,1,3,2,3
TRBEDBC128F145B134,1,2,1,3,2,2
TRBEDIR128F4250FBD,1,3,1,3,1,3
TRBEELS128F42B63A8,3,3,2,2,2,2
TRBEERY128F4231A2E,1,3,3,2,1,2
TRBEFFG128E0793C24,1,2,3,2,1,3
TRBEFJE128F932139E,1,2,1,2,2,1
TRBEFQB128F932138A,1,3,2,3,2,2
TRBEHBS128F4233471,2,2,1,2,1,2
TRBEHFA128F145B3DA,1,2,1,3,1,3
TRBEHGH128E078DEDE,2,3,3,3,1,3
TRBEHNT128E0792546,1,2,2,3,1,2
TRBEIAM12903CF4476,2,2,1,2,1,3
TRBEIBI12903CBD2B6,2,2,1,2,1,2
TRBEIBI12903CC4C7B,1,3,2,3,2,2
TRBEIKK128F14628D6,1,3,1,3,1,2
TRBEIRT128F42A6680,2,3,1,1,1,3
TRBEISL128F931B107,2,2,3,2,1,2
TRBEIVC128F9320E95,2,3,1,3,2,3
TRBEIYU128F92E88A9,2,3,3,3,3,2
TRBEKGF12903CBE1C6,1,2,1,3,2,3
TRBEKGR128F425DA44,1,3,1,2,1,1
TRBELDP128F427EDD0,2,3,3,1,1,2
TRBEMTF128F42660CA,2,3,1,2,1,2
TRBENNA12903D0411A,2,3,3,3,2,3
TRBENTT128E0781C26,2,2,1,3,2,2
TRBENZB128F429C5FD,3,2,2,3,1,1
TRBENZL128F1455ECA,2,3,1,3,2,3
TRBEOMZ12903CBCD33,1,3,1,2,1,3
TRBEONX128E0788D2B,2,2,3,3,2,1
TRBEOUP12903CF652E,3,2,2,3,1,2
TRBEQFT128F4238A28,2,2,1,3,1,3
TRBERCZ128E0787D93,1,3,1,3,3,2
TRBESEX128F147BB13,1,3,2,3,1,3
TRBESGH128E0788912,2,2,1,1,2,3
TRBETHV128F429722F,2,2,3,3,1,2
TRBETVK128F4288B49,1,3,2,3,2,3
TRBEUKI128F9318306,1,3,2,3,1,2
TRBEUMG128F422305C,2,2,1,1,1,3
TRBEUSV128F42A5F43,2,2,1,3,1,2
TRBEVTM128F92FE2B2,3,2,1,3,3,3
TRBEWCS128F428BA34,2,3,3,1,1,2
TRBEWTY12903CB4779,1,3,2,3,3,2
TRBEXUF128F92DF175,3,3,1,1,3,3
TRBEYDS128F148C563,2,2,1,1,3,3
TRBEYEO128F9308A8D,1,2,1,2,2,2
TRBEYJR128F4292651,1,2,2,2,1,1
TRBEYYM128F1493C56,1,2,2,2,2,3
TRBFAKP128F148B600,2,3,1,3,1,2
TRBFANX128F42934C3,1,2,1,3,2,2
TRBFBOG128F9356C6E,1,3,2,3,3,2
TRBFBUO128F42A3DED,1,3,1,2,2,2
TRBFCWN128F92D5E03,2,1,3,3,1,3
TRBFCZL128F42915B0,2,2,3,3,3,2
TRBFDGT128E0786A25,1,2,3,3,3,3
TRBFDRD128F92F79D5,3,2,2,2,1,3
TRBFEIX128F426A5F8,2,3,1,1,1,3
TRBFGDW128F4261FA6,1,3,1,2,2,1
TRBFGFF12903CF4183,2,2,3,3,2,3
TRBFHQG128F93092E5,1,3,1,3,1,3
TRBFHRA128F424D28A,2,3,3,3,2,3
TRBFIAK128E07823AA,2,3,3,1,2,2
TRBFICL12903C9CE02,1,2,1,2,1,2
TRBFIHG128F4289CF9,2,3,3,3,1,2
TRBFIUJ12903CFEB7C,1,3,2,3,3,2
TRBFJDL128F1461579,3,2,2,3,1,2
TRBFJGB128F42612B1,1,3,1,3,1,3
TRBFJKU12903CEDB0C,1,3,1,3,3,3
TRBFJPO128F4295BE3,3,2,2,3,3,3
TRBFKHT128F427215E,1,2,2,2,1,3
TRBFKNY128F92E0FF2,2,2,1,3,1,2
TRBFLER128F148C52B,2,3,1,1,1,2
TRBFLFI128F427F374,2,3,1,3,1,2
TRBFLIP128E07897B4,1,3,1,3,1,2
TRBFLOH128F42630E3,1,3,1,2,2,3
TRBFLSD128F42A0F4C,2,3,1,2,3,3
TRBFMAS128E078F352,1,3,1,3,1,3
TRBFMFO128F421BFD4,2,2,1,2,1,3
TRBFMGE12903CDECE5,1,2,1,3,2,3
TRBFMTO128F9322AE7,1,3,3,1,3,2
TRBFNBC12903CA9800,2,3,3,3,2,2
TRBFNMG128F4278109,1,2,2,1,2,3
TRBFOEA128F425D2DB,3,2,2,2,3,3
TRBFPEP128F14ADD52,1,3,1,3,2,3
