"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"X4341","tenemo","0","0","0","0","0","0","0","0.000183540121870641","0","0","0","0","0","0","0","0","0","6.73763643713785e-05","0","0"
"X4342","tener","0","0","0","0","0","0","0","0.000513912341237795","0","0","0","0","0","0","0","0","0","0","0","0"
"X4343","tenert","0","0","0","0","0","0","0","0.000293664194993025","0","0","0","0","0","0","0","0","0","0","0","0"
"X4344","tenga","0","0","0","0","0","0","0","0.000220248146244769","0","0","0","0","0","0","0","0","0","0","0","0"
"X4345","tengo","0","0","0","0","0","0","0","0.00282651787680787","0","0","0","0","0","0","0","0","0","0","0","6.59529096225295e-05"
"X4346","tenho","0","0","0","0","0","0","0","3.67080243741282e-05","0","0","0","0","0","0","0","0","0","0","0","0"
"X4347","tennesse","3.10212185134632e-05","0","0.000106360348861944","0","0.000241828221353432","0","0","0","0","0","0","0","4.8711578742267e-05","4.13462333581411e-05","3.04636568573692e-05","0","1.35495847052288e-05","0","0","0"
"X4348","tension","0","0","0","0","0","0","0","0","0","0","0","0","4.8711578742267e-05","0","0","0","5.41983388209151e-05","0","0","0"
"X4349","ter","0","0","0","3.22092311656521e-05","0","0","0","3.67080243741282e-05","0","0","0","0","0","0","0","0","0","6.73763643713785e-05","0","0"
"X4350","term","0","0","0","0","0.000523961146265769","0","0","0","0","0","0","0","0","0","0","2.00650106344556e-05","0","0","0","0"
"X4351","termin","0","0","0","3.22092311656521e-05","0","0","0","0","0","0","2.61499437776209e-05","0","0","0.000124038700074423","0","0","0","0","0","0"
"X4352","terr","0","0","0","0","0","0","0","0","0","0","0","0.00121157049825837","0","0","0","0","0","0","0","0"
"X4353","terra","0","0","0","0","0","0","0","0.000110124073122385","0","0","0","0","0","0","0","0","0","0","0","0"
"X4354","terribl","3.10212185134632e-05","0","5.31801744309721e-05","0","0","0","0","0","5.30194581411378e-05","0","2.61499437776209e-05","0","0","0","0","0","5.41983388209151e-05","0.000134752728742757","0","0"
"X4355","terrifi","0","0","0.000106360348861944","6.44184623313041e-05","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X4356","terror","0","0","0","0","0","0","0","3.67080243741282e-05","0","0.000122249388753056","0.000156899662665725","0","0","0","0","0","8.12975082313727e-05","6.73763643713785e-05","0","0"
"X4357","tes","0","0","0","0","0","0","0","3.67080243741282e-05","0","0","0","0.00265031046494018","0","0","0","0","0","0","0","0"
"X4358","test","0","0","0","0","0.000201523517794527","6.33713561470215e-05","0.000140548137737175","0","5.30194581411378e-05","0","5.22998875552418e-05","0","0.000146134736226801","4.13462333581411e-05","0","0.000120390063806734","0.000176144601167974","0","9.54077089428826e-05","4.39686064150197e-05"
"X4359","tête","0","0","0","0","0","0","0","0","0","0","0","0.000832954717552628","0","0","0","0","0","0","0","0"
"X4360","teu","0","0","0","0","0","0","0","0.000220248146244769","0","0","0","0","0","0","0","0","0","0","0","0"
"X4361","texa","6.20424370269264e-05","0","0.000159540523292916","6.44184623313041e-05","0","0","0","0","5.30194581411378e-05","0","0","0","0","4.13462333581411e-05","3.04636568573692e-05","0","6.77479235261439e-05","0","0","0"
"X4362","tha","0","0","0","0.000289883080490869","0","0","4.6849379245725e-05","0","0","0","2.61499437776209e-05","0","0","0","0","0","0.000230342939988889","0","0","0"
"X4363","than","0.00282293088472515","0.000554877372100766","0.000531801744309721","0.000708603085644346","0.00060457055338358","0.000570342205323194","0.00046849379245725","0","0.00121944753724617","0","0.000496848931774797","0","0.000243557893711335","0.000578847267013975","0.000548345823432645","0.00156507082948754","0.00104331802230262","0.000606387279342407","0.000540643684009668","0.00149493261811067"
"X4364","thang","0","0","0","0","0","0.000190114068441065","0","0","0.000530194581411378","0","0","0","9.74231574845341e-05","0","0","0","0.000162595016462745","0","0","0"
"X4365","thank","0","0","5.31801744309721e-05","0.000128836924662608","0","0","0.00028109627547435","0","5.30194581411378e-05","0","0.000156899662665725","0","0.00082809683861854","0.000165384933432564","0.000121854627429477","0.000581885308399213","0.000121946262347059","0.000336881821856893","9.54077089428826e-05","4.39686064150197e-05"
"X4366","that","0.0119741903461968","0.00765730773499057","0.00962561157200596","0.0153315940348504","0.0129781145459675","0.0114068441064639","0.0078706957132818","0.000110124073122385","0.00694554901648905","0","0.00716508459506812","0.00037861578070574","0.00852452627989673","0.00901347887207475","0.00792055078291598","0.0156507082948754","0.0127366096229151","0.00680501280150923","0.00725098587965908","0.00907951722470156"
"X4367","the","0.0369772924680481","0.0373987348795916","0.0347798340778558","0.0449318774760846","0.0250695256136391","0.0273764258555133","0.0255797610681658","0.000256956170618897","0.072318540904512","0.000733496332518337","0.0665254569702675","0.000454338936846888","0.0581129134395246","0.0371702637889688","0.0219642965941632","0.0319836269513223","0.049632128775253","0.0490499932623636","0.0404528685917822","0.0234792358256205"
"X4368","thee","0","0","0.000212720697723889","0.000418720005153477","0","0","0","0","0","0","0.000339949269109071","0","4.8711578742267e-05","0","0","0","1.35495847052288e-05","0","0","2.19843032075098e-05"
"X4369","their","0.000744509244323117","0.000776828320941072","0.000372261221016805","0.000515347698650433","0.000241828221353432","0.000697084917617237","0.000327945654720075","0","0.000530194581411378","0","0.00232734499620826","0","0.00107165473232987","0.000537501033655834","0","0.000381235202054657","0.000528433803503923","0.000606387279342407","0.000604248823304923","0.000417701760942687"
"X4370","them","0.0023576126070232","0.00499389634890689","0.00127632418634333","0.00170708925177956","0.00100761758897263","0.0014575411913815","0.0001873975169829","0.000183540121870641","0.00180266157679869","0","0.00122904735754818","0","0.00107165473232987","0.00115769453402795","0.00036556388228843","0.000421365223323568","0.00195114019755295","0.000875892736827921","0.000636051392952551","0.00118715237320553"
"X4371","themselv","3.10212185134632e-05","0.000221950948840306","5.31801744309721e-05","0","0.000120914110676716","6.33713561470215e-05","0","0","0","0","5.22998875552418e-05","0","9.74231574845341e-05","4.13462333581411e-05","0","2.00650106344556e-05","0","0","9.54077089428826e-05","2.19843032075098e-05"
"X4372","then","0.00186127311080779","0.000443901897680613","0.00223356732610083","0.00138499694012304","0.00177340695659183","0.00120405576679341","0.0013117826188803","0","0.000795291872117067","0","0.000653748594440522","7.5723156141148e-05","0.00126650104729894","0.0014057719341768","0.000822518735148967","0.00140455074441189","0.00224923106106798","0.000606387279342407","0.00155832591273375","0.000901356431507903"
"X4373","there","0.00502543739918104","0.00699145488846965","0.00335035098915124","0.0054433600669952","0.00346620450606586","0.00437262357414449","0.00370110096041227","0","0.00349928423731509","0.000488997555012225","0.0035040924662012","7.5723156141148e-05","0.00355594524818549","0.00210865790126519","0.00243709254858953","0.0051567077330551","0.00158530141051177","0.00390782913353995","0.00499300343467752","0.0035834414228241"
"X4374","there’","3.10212185134632e-05","0","0","0","0","0.000190114068441065","4.6849379245725e-05","0","0","0","0","0","4.8711578742267e-05","0","0","0","0","0","0","0"
"X4375","these","0.00223352773296935","0.000221950948840306","0.000372261221016805","0.00077302154797565","0.000322437628471243","0.000316856780735108","0.000983836964160225","0","0.000636233497693654","0.000244498777506112","0.00243194477131874","0","0.000438404208680403","0.000702885967088398","9.13909705721075e-05","0.000662145350937036","0.00161240057992223","0.000269505457485514","0.000572446253657295","0.001121199463583"
"X4376","they","0.00604913761012533","0.00255243591166352","0.00319081046585833","0.00392952620220955","0.00294224335980009","0.00310519645120406","0.00220192082454907","0","0.00408249827686761","0","0.00436704061086269","0","0.00516342734668031","0.00562308773670719","0.00146225552915372","0.00210682611661784","0.00594826768559544","0.00410995822665409","0.0025442055718102","0.00250621056565612"
"X4377","thi","6.20424370269264e-05","0","5.31801744309721e-05","3.22092311656521e-05","0","0","0","0","0","0","0.000706048481995764","0","0","0","0","0","0","0","3.18025696476275e-05","2.19843032075098e-05"
"X4378","thick","3.10212185134632e-05","0","5.31801744309721e-05","0","0","0","0","0","0","0","2.61499437776209e-05","0","0","8.26924667162821e-05","0","4.01300212689113e-05","8.12975082313727e-05","0","0","0"
"X4379","thief","0","0","0","3.22092311656521e-05","0","0","4.6849379245725e-05","0","5.30194581411378e-05","0","0","0","0","0","0","0","5.41983388209151e-05","6.73763643713785e-05","0","0"
"X4380","thiev","0","0","0","0","0","0","0","0","5.30194581411378e-05","0","2.61499437776209e-05","0","0","0","0","0","0","0","0","0"
"X4381","thigh","3.10212185134632e-05","0","0","0","0","0","0","0","0","0","2.61499437776209e-05","0","0","0","3.04636568573692e-05","0","2.70991694104576e-05","0","0","4.39686064150197e-05"
"X4382","thin","0","0.000443901897680613","0","3.22092311656521e-05","0","0","0","0","0","0","7.84498313328626e-05","0","0","0","0","6.01950319033669e-05","1.35495847052288e-05","6.73763643713785e-05","0","6.59529096225295e-05"
"X4383","thing","0.00440501302891178","0.00110975474420153","0.00122314401191236","0.00299545849840564","0.00253919632421104","0.000760456273764259","0.0013117826188803","3.67080243741282e-05","0.000265097290705689","0","0.000836798200883868","0","0.00375079156315456","0.00144711816753494","0.00179735575458478","0.0026686464143826","0.00124656179288105","0.000943269101199299","0.00143111563414324","0.00397915888055928"
"X4384","think","0.00148901848864623","0.000221950948840306","0.0013295043607743","0.00138499694012304","0.00330498569183024","0.000760456273764259","0.00159287889435465","0","0.00100736970468162","0","0.000549148819330038","0","0.000389692629938136","0.00157115686760936","0.00210199232315847","0.00162526586139091","0.00138205763993334","0.00154965638054171","0.000890471950133571","0.00342955130037153"
"X4385","thinkin","0.000124084874053853","0","0.000478621569878749","0.000193255386993912","4.03047035589053e-05","0.000316856780735108","4.6849379245725e-05","0","0","0","0","0","9.74231574845341e-05","8.26924667162821e-05","0.000152318284286846","0.000140455074441189","0.000270991694104576","0","0","0.000153890122452569"
"X4386","third","6.20424370269264e-05","0","0","9.66276934969562e-05","4.03047035589053e-05","0","4.6849379245725e-05","0","0","0","5.22998875552418e-05","0","4.8711578742267e-05","4.13462333581411e-05","0","0","8.12975082313727e-05","0","0","0"
"X4387","thirst","0","0.000110975474420153","0","3.22092311656521e-05","0","0","0","0","0","0","0.000156899662665725","0","0.000243557893711335","4.13462333581411e-05","0","0","2.70991694104576e-05","0","0","0"
"X4388","thirsti","0","0","0","6.44184623313041e-05","0","0.000253485424588086","0","0","0","0","2.61499437776209e-05","0","0","0","0","2.00650106344556e-05","6.77479235261439e-05","0","0","0"
"X4389","thirti","0","0","0","0","4.03047035589053e-05","0","0","0","0","0","0","0","0","0","3.04636568573692e-05","0","5.41983388209151e-05","6.73763643713785e-05","0","0"
"X4390","this","0.00508747983620797","0.00466096992564643","0.00382897255902999","0.00595870776564563","0.0131393333602031","0.00621039290240811","0.00440384164909815","7.34160487482564e-05","0.0063093155187954","0","0.0076357835830653","0.000454338936846888","0.00496858103171124","0.010253865872819","0.00310729299945165","0.00417352221196677","0.00574502391501701","0.00336881821856893","0.00486579315608701","0.00604568338206521"
"X4391","thorn","3.10212185134632e-05","0","0","0","0","0","0","0","5.30194581411378e-05","0","0.000261499437776209","0","4.8711578742267e-05","0","0","0","0","0","0","4.39686064150197e-05"
"X4392","those","0.00086859411837697","0.000221950948840306","0.000265900872154861","0.00106290462846652","8.06094071178107e-05","0","9.369875849145e-05","0","0.000424155665129102","0","0.000706048481995764","0","0.00048711578742267","0.000702885967088398","0.000335100225431061","0.00032104017015129","0.000325190032925491","0.000269505457485514","0.00038163083577153","0.000527623276980236"
"X4393","thou","3.10212185134632e-05","0","0","0","0","0","0","0","5.30194581411378e-05","0","0.000418399100441934","0","0","0","0","0","2.70991694104576e-05","0","0","0"
"X4394","though","0.000496339496215411","0","0.000425441395447777","0.000644184623313041","0.000765789367619201","6.33713561470215e-05","0.0003747950339658","0","0.000901330788399343","0","0.000339949269109071","0","0.000194846314969068","0.000206731166790705","0.000274172911716322","0.000561820297764758","0.000433586710567321","0.000202129093114136","0.000445235975066785","0.000219843032075098"
"X4395","thought","0.000682466807296191","0.000554877372100766","0.00212720697723889","0.00106290462846652","0.00060457055338358","0.000506970849176172","0.000609041930194425","3.67080243741282e-05","0.000265097290705689","0","0.00104599775110484","0","0.000584538944907204","0.000702885967088398","0.000121854627429477","0.000662145350937036","0.000596181727030067","0.000269505457485514","0.000922274519781198","0.000637544793017785"
"X4396","thousand","0.000341233403648095","0","0.000106360348861944","6.44184623313041e-05","0.000120914110676716","0","0","0","0.000159058374423413","0","0.00028764938155383","0","0","4.13462333581411e-05","0","0.000200650106344556","5.41983388209151e-05","6.73763643713785e-05","0.000222617987533393","8.79372128300394e-05"
"X4397","thread","0","0","0","6.44184623313041e-05","0","0","0","0","5.30194581411378e-05","0","0.000104599775110484","0","0","0","0","0","2.70991694104576e-05","0","0.00012721027859051","2.19843032075098e-05"
"X4398","threat","0","0","0","0","0","6.33713561470215e-05","9.369875849145e-05","0","0","0","0","0","4.8711578742267e-05","0","0","0","2.70991694104576e-05","0.000269505457485514","0","2.19843032075098e-05"
"X4399","threaten","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.70991694104576e-05","0.000269505457485514","0","2.19843032075098e-05"
"X4400","three","0.000496339496215411","0","0.000372261221016805","0.000257673849325217","0.000362742332030148","0.000190114068441065","9.369875849145e-05","3.67080243741282e-05","0.000159058374423413","0","0.00028764938155383","0","0.000292269472453602","0.000206731166790705","3.04636568573692e-05","8.02600425378225e-05","0.000216793355283661","0.000741140008085164","9.54077089428826e-05","8.79372128300394e-05"
"X4401","threw","3.10212185134632e-05","0","5.31801744309721e-05","0","0","0","9.369875849145e-05","0","0","0","5.22998875552418e-05","0","9.74231574845341e-05","0.000248077400148846","3.04636568573692e-05","2.00650106344556e-05","4.06487541156864e-05","0","0","4.39686064150197e-05"
"X4402","thrill","6.20424370269264e-05","0","0","6.44184623313041e-05","0","0","0","0","5.30194581411378e-05","0","5.22998875552418e-05","0","0.000146134736226801","8.26924667162821e-05","0","0.000300975159516835","1.35495847052288e-05","0","0","6.59529096225295e-05"
"X4403","throat","0","0","0","6.44184623313041e-05","4.03047035589053e-05","6.33713561470215e-05","0","0","5.30194581411378e-05","0","0.000313799325331451","0","4.8711578742267e-05","0","0","0","8.12975082313727e-05","0.000134752728742757","3.18025696476275e-05","2.19843032075098e-05"
"X4404","throne","0","0","0","3.22092311656521e-05","0","0","4.6849379245725e-05","0","0","0","0.00028764938155383","0","0","0","3.04636568573692e-05","0","2.70991694104576e-05","0","0","0"
"X4405","through","0.00155106092567316","0.00133170569304184","0.00212720697723889","0.00144941540245434","0.00116883640320825","0.000633713561470215","0.00271726399625205","0","0.0019617199512221","0.000122249388753056","0.00261499437776209","0","0.00189975157094841","0.00248077400148846","0.000974837019435813","0.00198643605281111","0.00116526428464968","0.00134752728742757","0.00270321842004834","0.00120913667641304"
"X4406","throughout","6.20424370269264e-05","0","0","3.22092311656521e-05","0","0","0","0","0","0","5.22998875552418e-05","0","4.8711578742267e-05","0","0","2.00650106344556e-05","0","0","0","0"
"X4407","throw","0.000124084874053853","0","5.31801744309721e-05","0.000193255386993912","8.06094071178107e-05","0","0.00046849379245725","0","0.00047717512327024","0","0.000156899662665725","0","0.000243557893711335","0.000248077400148846","0.000182781941144215","0.000220715116979012","0.00044713629527255","6.73763643713785e-05","0.000318025696476275","0.000109921516037549"
"X4408","thrown","0","0","5.31801744309721e-05","0","4.03047035589053e-05","0","0.000421644413211525","0","0","0","0.000104599775110484","0","9.74231574845341e-05","0","0","0","0","6.73763643713785e-05","3.18025696476275e-05","2.19843032075098e-05"
"X4409","thru","9.30636555403896e-05","0","0","0","4.03047035589053e-05","6.33713561470215e-05","0","0","0","0","2.61499437776209e-05","0","4.8711578742267e-05","0","3.04636568573692e-05","0.000200650106344556","2.70991694104576e-05","0.000134752728742757","3.18025696476275e-05","0"
"X4410","thug","0","0","0.000106360348861944","3.22092311656521e-05","0","6.33713561470215e-05","0","0","0.000159058374423413","0","0","0","0","0","9.13909705721075e-05","2.00650106344556e-05","0.000270991694104576","0","0","0"
"X4411","thumb","0","0","0","0","0","0","0.0001873975169829","0","0","0","0","0","0","0","0","0","1.35495847052288e-05","0","0","0"
"X4412","thunder","3.10212185134632e-05","0","0","3.22092311656521e-05","0","0.000190114068441065","0.000140548137737175","0","0","0","0.000183049606443346","0","0.000292269472453602","4.13462333581411e-05","3.04636568573692e-05","2.00650106344556e-05","0","0.000269505457485514","0","6.59529096225295e-05"
"X4413","ti","0","0.000665852846520919","0","0","4.03047035589053e-05","0","0","0.00535937155862271","0","0","0","0.000454338936846888","0","0","0","0","0","6.73763643713785e-05","0","0"
"X4414","tí","0","0","0","0","0","0","0","0.00080757653623082","0","0","0","0","0","0","0","0","0","0","0","0"
"X4415","tick","0","0","5.31801744309721e-05","0","0.000120914110676716","0","0","0","5.30194581411378e-05","0","0","0","4.8711578742267e-05","0","3.04636568573692e-05","2.00650106344556e-05","1.35495847052288e-05","0","0","0"
"X4416","ticket","3.10212185134632e-05","0","0","3.22092311656521e-05","0","0","9.369875849145e-05","0","0","0","0","0","9.74231574845341e-05","4.13462333581411e-05","0","0.000180585095710101","6.77479235261439e-05","6.73763643713785e-05","0","0"
"X4417","tide","3.10212185134632e-05","0.000443901897680613","0","3.22092311656521e-05","0","0","0.000140548137737175","0","0","0","0.000209199550220967","0","4.8711578742267e-05","0","0","6.01950319033669e-05","0","0","0.000349828266123903","2.19843032075098e-05"
"X4418","tie","0","0","5.31801744309721e-05","0.000128836924662608","0.000161218814235621","6.33713561470215e-05","0.000140548137737175","0","0","0","0.000366099212886692","0","0.000194846314969068","0","6.09273137147383e-05","0.000100325053172278","0.00010839667764183","0.000202129093114136","6.36051392952551e-05","2.19843032075098e-05"
"X4419","tief","0","0","0","0","0","0","0","0","0","0.000122249388753056","0","0","0","0","0","0","0","0","0","0"
"X4420","tiempo","0","0","0","0","0","0","0","0.00304676602305264","0","0","0","0","0","0","0","0","0","0","0","0"
"X4421","tien","0","0","0","0","0","0","0","0.00165186109683577","0","0","0","0.000151446312282296","0","0","0","0","0","6.73763643713785e-05","0","0"
"X4422","tienen","0","0","0","0","0","0","0","0.000110124073122385","0","0","0","0","0","0","0","0","0","0","0","0"
"X4423","tierra","0","0","0","0","0","0","0","0.000550620365611923","0","0","0","0","0","0","0","0","0","0","0","0"
"X4424","tiger","0","0","0","0","0","6.33713561470215e-05","0","0","0","0","0","0","0","0","0","0.000100325053172278","0","6.73763643713785e-05","0","0"
"X4425","tight","0.000186127311080779","0","5.31801744309721e-05","9.66276934969562e-05","8.06094071178107e-05","0.000190114068441065","0.000234246896228625","0","0.000159058374423413","0.000122249388753056","0.00028764938155383","0","0.000292269472453602","4.13462333581411e-05","0.000396027539145799","0.000220715116979012","0.000162595016462745","0.000336881821856893","0.000190815417885765","6.59529096225295e-05"
"X4426","til","0.000279190966621169","0.000110975474420153","0.000425441395447777","9.66276934969562e-05","0.000241828221353432","0.000126742712294043","0.000234246896228625","0","5.30194581411378e-05","0.0019559902200489","0.000209199550220967","0","0.000535827366164937","8.26924667162821e-05","0.000121854627429477","0.000120390063806734","0.000392937956451635","0.00047163455059965","0.000159012848238138","0.000175874425660079"
"X4427","till","0.000155106092567316","0.000110975474420153","0.00116996383748139","0.000322092311656521","0.000201523517794527","0.00114068441064639","0.000515343171702975","0","0.000689252955834791","0.000488997555012225","0.000470698987997176","0","0.000584538944907204","0.00037211610022327","0.00036556388228843","0.000180585095710101","0.000311640448220262","0.000336881821856893","0.000540643684009668","0.000197858728867589"
"X4428","time","0.00670058319890805","0.00221950948840306","0.00218038715166986","0.00347859696589042","0.00233767280641651","0.00564005069708492","0.0026235652377606","0","0.00222681724192779","0.000122249388753056","0.00308569336575926","7.5723156141148e-05","0.00209459788591748","0.00537501033655834","0.00316822031316639","0.0046149524459248","0.00246602441635164","0.0028298073035979","0.00451596488996311","0.00375931584848418"
"X4429","timeless","0","0.000110975474420153","0","0","0","0","0","0","0","0","5.22998875552418e-05","0","0","0","0","0","0","0","3.18025696476275e-05","0"
"X4430","tin","0","0","5.31801744309721e-05","0","0","0","0","0","0.000106038916282276","0","2.61499437776209e-05","0","0","4.13462333581411e-05","0","0","0","0","9.54077089428826e-05","0"
"X4431","tini","3.10212185134632e-05","0","0.000159540523292916","3.22092311656521e-05","0","0","4.6849379245725e-05","0","0","0","0","0","9.74231574845341e-05","0","0","2.00650106344556e-05","0","0","0.00012721027859051","0"
"X4432","tip","3.10212185134632e-05","0","0","3.22092311656521e-05","0","0","0","0","0.000636233497693654","0","0","0","9.74231574845341e-05","4.13462333581411e-05","3.04636568573692e-05","6.01950319033669e-05","0.000257442109399347","0","3.18025696476275e-05","2.19843032075098e-05"
"X4433","tire","0.000341233403648095","0.000998779269781378","0","0.000128836924662608","0.000322437628471243","0.000253485424588086","0.0001873975169829","7.34160487482564e-05","0.000212077832564551","0","0.000183049606443346","7.5723156141148e-05","0.000146134736226801","0.000165384933432564","6.09273137147383e-05","8.02600425378225e-05","0.000135495847052288","0.000202129093114136","9.54077089428826e-05","0.000197858728867589"
"X4434","to","0.0262749720809033","0.0143158362001998","0.0224420336098702","0.0233194833639321","0.031921325218653","0.0204055766793409","0.0204731787303818","0.00113794875559797","0.021154763798314","0.000122249388753056","0.023587249287414","0.00287747993336362","0.0226508841151542","0.0203423468122054","0.0261682812404801","0.0237569725911955","0.0228716989824262","0.0219646947850694","0.0239473349446635","0.0266669597907094"
"X4435","tô","0","0","0","0","0","0","0","0.000110124073122385","0","0","0","0","0","0","0","0","0","0","0","0"
"X4436","toast","0","0","0","3.22092311656521e-05","4.03047035589053e-05","0","4.6849379245725e-05","0","5.30194581411378e-05","0","0","0","0","0","0","0","9.48470929366015e-05","0","6.36051392952551e-05","0"
"X4437","toca","0","0","0","0","0","0","0","3.67080243741282e-05","0","0","0","0","0","0","0","0","0","0","0","0"
"X4438","tocar","0","0","0","0","0","0","0","0.000330372219367154","0","0","0","0","0","0","0","0","0","0","0","0"
"X4439","tod","0","0","0","0","0","0","0","0","0","0.000244498777506112","0","0","0","0","0","0","0","0","0","0"
"X4440","toda","0","0","0","0","0","0","0","0.00102782468247559","0","0","0","0","0","0","0","0","0","0","0","2.19843032075098e-05"
"X4441","today","0.000930636555403896","0.000776828320941072","5.31801744309721e-05","0.000386510773987825","0.000241828221353432","0.000126742712294043","0.000702740688685875","0","0.000212077832564551","0","0.000392249156664313","0","0.000292269472453602","0.000578847267013975","9.13909705721075e-05","0.000300975159516835","0.000352289202335948","0.00181916183802722","0.000477038544714413","0.000329764548112648"
"X4442","todo","0","0","0","0","0","0","0","0.00550620365611923","5.30194581411378e-05","0","0.000104599775110484","0","0","0","0","0","0","0","0","0"
"X4443","toe","6.20424370269264e-05","0","0","3.22092311656521e-05","0","0","0","0","5.30194581411378e-05","0","0","0","0","4.13462333581411e-05","9.13909705721075e-05","0.000100325053172278","0.000216793355283661","0","0","2.19843032075098e-05"
"X4444","togeth","0.000248169748107706","0.000332926423260459","0.000212720697723889","0.000579766160981737","0.000322437628471243","0.000126742712294043","0.000796439447177325","0","0.000159058374423413","0","0.000418399100441934","0","0.000389692629938136","0.000454808566939552","0.000700664107719491","0.0023074762229624","0.000284541278809804","6.73763643713785e-05","0.000922274519781198","0.000285795941697628"
"X4445","toi","0","0","0","0","0","0","0","0","0","0","0","0.00439194305618658","0","0","0","0","0","0","0","0"
"X4446","told","0.000620424370269264","0.000443901897680613","0.000425441395447777","0.000966276934969562","0.000523961146265769","0.000190114068441065","0.00028109627547435","0","0.000265097290705689","0","0.000156899662665725","0.000302892624564592","0.000389692629938136","0.000454808566939552","0.000121854627429477","0.000922990489184959","0.000379388371746406","0.000202129093114136","0.00025442055718102","0.000219843032075098"
"X4447","toll","0","0","0.000319081046585833","0","0","0","0","0","0","0.000122249388753056","7.84498313328626e-05","0","0","0","0","0","1.35495847052288e-05","0","0","2.19843032075098e-05"
"X4448","tom","0","0","0","3.22092311656521e-05","0.000644875256942485","0.000126742712294043","4.6849379245725e-05","0","0.00047717512327024","0","0","0","0","0","0","0","2.70991694104576e-05","0","0","0"
"X4449","toma","0","0","0","0","0","0","0","0.000220248146244769","0","0","0","0","0","0","0","0","0","0","0","0"
"X4450","tomb","0","0","0","0","0","0","0","0","0","0","5.22998875552418e-05","0.000302892624564592","0","8.26924667162821e-05","0","0","1.35495847052288e-05","0","0","0"
"X4451","tomorrow","0.000496339496215411","0","0.000212720697723889","0.000225464618159565","0.000241828221353432","0.000697084917617237","0.00084328882642305","0","0.000371136206987965","0","0.000130749718888104","0","4.8711578742267e-05","0.000206731166790705","0.000152318284286846","0.000381235202054657","6.77479235261439e-05","0.000269505457485514","0.000858669380485943","0.000285795941697628"
"X4452","ton","0","0","0","0","0","6.33713561470215e-05","0","0","0","0","2.61499437776209e-05","0.00302892624564592","0","4.13462333581411e-05","0","0","6.77479235261439e-05","0","0","0"
"X4453","tone","9.30636555403896e-05","0.000221950948840306","0","3.22092311656521e-05","0","0","0","0","0","0","0","0","0","0","0","0","4.06487541156864e-05","0","0","0"
"X4454","tongu","3.10212185134632e-05","0.000221950948840306","0.000212720697723889","0","0.000161218814235621","6.33713561470215e-05","4.6849379245725e-05","0","0.000424155665129102","0","0.00028764938155383","0","9.74231574845341e-05","0.000206731166790705","6.09273137147383e-05","8.02600425378225e-05","9.48470929366015e-05","6.73763643713785e-05","0.000159012848238138","6.59529096225295e-05"
"X4455","toni","0","0","0","3.22092311656521e-05","0","0","4.6849379245725e-05","0","0","0","0","0","0","0.000206731166790705","0","0","4.06487541156864e-05","0","0","0"
"X4456","tonight","0.000558381933242338","0.000221950948840306","0.000159540523292916","0.000257673849325217","0.000241828221353432","0.000887198986058302","0.0005621925509487","0","0.000530194581411378","0","0.00088909808843911","0","0.000681962102391738","0.00119904076738609","0.00124900993115214","0.000762470404109314","0.000216793355283661","0.0047163455059965","0.00235339015392444","0.000373733154527667"
"X4457","too","0.0015200397071597","0.00110975474420153","0.00148904488406722","0.000740812316809998","0.00157188343879731","0.000760456273764259","0.00103068634340595","0","0.000371136206987965","0","0.00109829763866008","0","0.000681962102391738","0.00194327296783263","0.00112715530372266","0.00120390063806734","0.00135495847052288","0.000606387279342407","0.00050884111436204","0.00186866577263834"
"X4458","took","0.000434297059188485","0.000110975474420153","0.00143586470963625","0.000708603085644346","0.000362742332030148","0.000380228136882129","0.0005621925509487","0","0.000106038916282276","0","0.000235349493998588","0","0.000779385259876273","0.000496154800297693","0.000121854627429477","0.000381235202054657","0.000406487541156864","0.000336881821856893","0.00025442055718102","0.000593576186602766"
"X4459","tool","0","0","5.31801744309721e-05","0","0","0","0","0","0","0","7.84498313328626e-05","0","9.74231574845341e-05","0","0","0","9.48470929366015e-05","0","0","0"
"X4460","tooth","0","0","0","0","0","0","0","0","0","0","0.000104599775110484","0","0","8.26924667162821e-05","3.04636568573692e-05","0","1.35495847052288e-05","0.000134752728742757","0","0"
"X4461","top","0.000217148529594242","0.000665852846520919","0.000372261221016805","6.44184623313041e-05","0.000967312885413728","0.00304182509505703","0.00046849379245725","7.34160487482564e-05","0.000636233497693654","0.000488997555012225","5.22998875552418e-05","0","9.74231574845341e-05","0.000248077400148846","0.000274172911716322","0.000120390063806734","0.000582632142324838","0.000336881821856893","6.36051392952551e-05","0"
"X4462","torch","0","0","0","0","0","0","0","0","0","0","2.61499437776209e-05","0","0","0","0","2.00650106344556e-05","2.70991694104576e-05","0","0","2.19843032075098e-05"
"X4463","tore","0","0","0","0","0","0","9.369875849145e-05","0","0","0","0","0","0","8.26924667162821e-05","0","2.00650106344556e-05","0","0","0","2.19843032075098e-05"
"X4464","torment","0","0","0","0","0","0","0","0","0","0","0.000130749718888104","7.5723156141148e-05","0","4.13462333581411e-05","0","0","0","0","0.00012721027859051","0"
